date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:30:47	12088/12088	---M-Z	200	added ('OK')	text/html	etag:%222f38-5c292b36e9b62-gzip%22	https://themesbrand.com/skote-django/layouts/auth-login-2.html	E:/skote/themesbrand.com/skote-django/layouts/auth-login-2.html	(from https://themesbrand.com/skote-django/layouts/index.html)
08:30:48	7903/7903	---M-Z	200	added ('OK')	text/html	etag:%221edf-5c292b36e9b62-gzip%22	https://themesbrand.com/skote-django/layouts/auth-register.html	E:/skote/themesbrand.com/skote-django/layouts/auth-register.html	(from https://themesbrand.com/skote-django/layouts/index.html)
08:30:48	12427/12427	---M-Z	200	added ('OK')	text/html	etag:%22308b-5c292b36e9b62-gzip%22	https://themesbrand.com/skote-django/layouts/auth-register-2.html	E:/skote/themesbrand.com/skote-django/layouts/auth-register-2.html	(from https://themesbrand.com/skote-django/layouts/index.html)
08:30:48	4715/4715	---M-Z	200	added ('OK')	text/html	etag:%22126b-5cae992cf82d8-gzip%22	https://themesbrand.com/skote-django/layouts/auth-recoverpw.html	E:/skote/themesbrand.com/skote-django/layouts/auth-recoverpw.html	(from https://themesbrand.com/skote-django/layouts/index.html)
08:30:48	9003/9003	---M-Z	200	added ('OK')	text/html	etag:%22232b-5cae992cf82d8-gzip%22	https://themesbrand.com/skote-django/layouts/auth-recoverpw-2.html	E:/skote/themesbrand.com/skote-django/layouts/auth-recoverpw-2.html	(from https://themesbrand.com/skote-django/layouts/index.html)
08:30:48	4801/4801	---M-Z	200	added ('OK')	text/html	etag:%2212c1-5cf53dcde11c6-gzip%22	https://themesbrand.com/skote-django/layouts/auth-lock-screen.html	E:/skote/themesbrand.com/skote-django/layouts/auth-lock-screen.html	(from https://themesbrand.com/skote-django/layouts/index.html)
08:30:49	9184/9184	---M-Z	200	added ('OK')	text/html	etag:%2223e0-5cf53dcde11c6-gzip%22	https://themesbrand.com/skote-django/layouts/auth-lock-screen-2.html	E:/skote/themesbrand.com/skote-django/layouts/auth-lock-screen-2.html	(from https://themesbrand.com/skote-django/layouts/index.html)
08:30:49	4041/4041	---M-Z	200	added ('OK')	text/html	etag:%22fc9-5c292b36e8bc2-gzip%22	https://themesbrand.com/skote-django/layouts/auth-confirm-mail.html	E:/skote/themesbrand.com/skote-django/layouts/auth-confirm-mail.html	(from https://themesbrand.com/skote-django/layouts/index.html)
08:30:49	8357/8357	---M-Z	200	added ('OK')	text/html	etag:%2220a5-5c292b36e8bc2-gzip%22	https://themesbrand.com/skote-django/layouts/auth-confirm-mail-2.html	E:/skote/themesbrand.com/skote-django/layouts/auth-confirm-mail-2.html	(from https://themesbrand.com/skote-django/layouts/index.html)
08:30:49	4094/4094	---M-Z	200	added ('OK')	text/html	etag:%22ffe-5cae992cf82d8-gzip%22	https://themesbrand.com/skote-django/layouts/auth-email-verification.html	E:/skote/themesbrand.com/skote-django/layouts/auth-email-verification.html	(from https://themesbrand.com/skote-django/layouts/index.html)
